loss,mape,val_loss,val_mape
0.06285213679075241,196870.125,0.03452150151133537,289.6025695800781
0.029100943356752396,109906.5703125,0.049613263458013535,342.3736267089844
0.029121102765202522,88060.6015625,0.022897526621818542,112.5350570678711
0.024390026926994324,58658.7890625,0.03314864635467529,91.4900131225586
0.019293200224637985,73355.9765625,0.03531815856695175,138.0585174560547
0.024228254333138466,69928.515625,0.010317051783204079,117.33353424072266
0.015847474336624146,36478.72265625,0.021436968818306923,115.72083282470703
0.017911721020936966,85137.4453125,0.04011809453368187,101.66229248046875
0.020771939307451248,81231.5859375,0.013544452376663685,92.8662338256836
0.012775304727256298,59393.19140625,0.00797472707927227,85.85214233398438
0.019569534808397293,39476.61328125,0.021678149700164795,236.1416778564453
0.018788546323776245,60896.96875,0.006723975297063589,98.72564697265625
0.012105070054531097,35567.171875,0.008811179548501968,113.88463592529297
0.016573546454310417,77594.3046875,0.007526134606450796,96.7911605834961
0.01257933396846056,48728.515625,0.007069745566695929,86.2590560913086
0.010992844589054585,33027.88671875,0.018583303317427635,81.20153045654297
0.015983782708644867,43567.73828125,0.016745494678616524,75.68771362304688
0.011951508931815624,39119.890625,0.007933159358799458,85.50582122802734
0.013538389466702938,34233.23828125,0.01335790753364563,72.56385040283203
0.011506956070661545,46930.34765625,0.007918190211057663,95.29315185546875
0.01154159102588892,52121.31640625,0.007610682398080826,62.16876220703125
0.010836712084710598,28238.6640625,0.017614979296922684,107.9661636352539
0.017973819747567177,39311.0390625,0.008010578341782093,94.21258544921875
0.010519769974052906,43631.6875,0.013739977963268757,56.82893753051758
0.011391563341021538,43516.296875,0.01216212660074234,73.8779067993164
0.011400673538446426,43957.44140625,0.0063804141245782375,79.02941131591797
0.010642520152032375,47206.50390625,0.04854966700077057,311.741943359375
0.017936965450644493,55883.00390625,0.006799550727009773,101.25729370117188
0.009365233592689037,44879.4765625,0.006994578987360001,62.51482009887695
0.011784357950091362,71386.359375,0.007576316129416227,85.15848541259766
0.01151401549577713,45778.890625,0.0062121436931192875,86.4666519165039
0.010400339029729366,48086.17578125,0.005752834025770426,73.4348373413086
0.012342837639153004,58794.95703125,0.006503918673843145,82.96166229248047
0.008718998171389103,28235.7734375,0.009362154640257359,72.64099884033203
0.012716514058411121,38483.5078125,0.006613484118133783,99.29287719726562
0.009404539130628109,39313.7578125,0.009770084172487259,54.25160598754883
0.010695522651076317,58497.90234375,0.011955427937209606,62.001407623291016
0.012006739154458046,60308.359375,0.007150897290557623,94.4127426147461
0.008983530104160309,41313.69921875,0.009265783242881298,86.131103515625
0.011892536655068398,57218.9296875,0.006017140578478575,66.55803680419922
0.008253902196884155,63179.05859375,0.008045685477554798,61.60862350463867
0.012001571245491505,58935.7734375,0.006674186792224646,69.80150604248047
0.008572552353143692,39275.53515625,0.007477914448827505,63.71165466308594
0.008984367363154888,33381.79296875,0.01294612418860197,63.748260498046875
0.010630520060658455,49248.1015625,0.007594818715006113,53.385982513427734
0.009020023979246616,43594.30078125,0.010668695904314518,116.4883804321289
0.009324956685304642,59089.9375,0.009830301627516747,125.35225677490234
0.012962966226041317,36338.6796875,0.006317948456853628,83.6133041381836
0.008522928692400455,44759.2734375,0.009083838202059269,55.69865798950195
0.009091280400753021,50717.79296875,0.01162051409482956,103.13492584228516
