loss,mape,val_loss,val_mape
0.06745938956737518,1342343.75,0.028995966538786888,1874479.125
0.025450589135289192,535587.4375,0.028748847544193268,2160048.75
0.01963174156844616,550198.3125,0.019836746156215668,1677016.375
0.015447505749762058,378717.625,0.020275570452213287,753347.4375
0.014533807523548603,310052.78125,0.013327821157872677,1414311.5
0.011473684571683407,404045.125,0.023380056023597717,1520618.375
0.011415823362767696,360254.53125,0.010133648291230202,743764.3125
0.008836552500724792,337643.75,0.008931088261306286,1011185.1875
0.010418811812996864,260042.8125,0.00987855065613985,962310.5
0.007786651607602835,310315.25,0.008333171717822552,641977.4375
0.007603381760418415,254349.65625,0.007225127425044775,698433.625
0.007155168801546097,256923.4375,0.007864631712436676,455757.78125
0.006313867401331663,220660.296875,0.011600996367633343,827552.6875
0.006963030435144901,203240.296875,0.006079718004912138,865563.9375
0.005876936484128237,202097.890625,0.007657967507839203,631863.1875
0.006282010115683079,197094.609375,0.005179950036108494,671464.1875
0.0053379894234240055,223163.859375,0.0063706510700285435,806015.3125
0.00575494347140193,155294.046875,0.005679968744516373,334910.34375
0.004859201144427061,162590.0,0.008514245972037315,1070629.375
0.00583154521882534,181787.5625,0.005872081965208054,838743.25
0.005213110242038965,207895.34375,0.005978278815746307,929713.8125
0.004725429695099592,167420.296875,0.004805636126548052,379899.96875
0.005507815629243851,154106.578125,0.0049212416633963585,308251.84375
0.00458941888064146,140947.5625,0.007253491785377264,502859.78125
0.004828436300158501,169553.65625,0.004732837900519371,354008.84375
0.005025777500122786,134726.296875,0.0055556707084178925,590126.4375
0.004473866894841194,152556.609375,0.0042953514494001865,407735.15625
0.004907752387225628,168714.59375,0.0050979903899133205,566229.0625
0.004704365506768227,171592.53125,0.004603204317390919,400557.75
0.00450838403776288,167340.8125,0.005993824917823076,748799.25
0.004425368271768093,161361.40625,0.004960530903190374,692400.4375
0.004470023326575756,141647.609375,0.004141780082136393,325388.28125
0.004704504273831844,143590.234375,0.004215293098241091,537789.75
0.004311108961701393,113528.7421875,0.005438297986984253,847959.3125
0.004713401664048433,171406.453125,0.006239885464310646,449389.65625
0.004289992619305849,128652.9140625,0.004013600293546915,335042.90625
0.0040443106554448605,133760.078125,0.007347289007157087,447891.0
0.005120371468365192,178401.625,0.0040250662714242935,317182.53125
0.004352043382823467,136453.03125,0.004526283126324415,346670.09375
0.004157297778874636,90516.8671875,0.004144806880503893,262938.09375
0.004240487702190876,129612.515625,0.004961892496794462,544746.6875
0.00458387890830636,145324.578125,0.006715346127748489,419200.34375
0.004171308595687151,116052.78125,0.0039899470284581184,240248.296875
0.004096022341400385,126713.7734375,0.003953037317842245,201664.734375
0.004545475356280804,202652.109375,0.003831560956314206,356684.625
0.0040093776769936085,134034.546875,0.005691773723810911,304854.53125
0.004433534108102322,122990.734375,0.005868009757250547,797534.9375
0.004215734079480171,85975.21875,0.004486920777708292,155542.265625
0.004262902308255434,80489.1484375,0.0038495510816574097,312104.71875
0.004140308126807213,115303.8671875,0.004340029787272215,474523.71875
